poi_id,name,category,subcategory,ward_id,district_id,province_id,popularity_tier,source,osm_id,legacy_alias_hint
osm_poi_way_1232577256,Kiểm toán Nhà nước khu vực X,public_facility,government_office,,,18,2,osm,way/1232577256,
osm_poi_way_1232577261,Kiểm toán Nhà nước khu vực XI,public_facility,government_office,,,12,2,osm,way/1232577261,
osm_poi_way_1232577264,Kiểm toán Nhà nước khu vực II,public_facility,government_office,,,14,2,osm,way/1232577264,
osm_poi_way_1232634201,Sân vận động Đà Lạt,poi_other,stadium,,,27,2,osm,way/1232634201,
osm_poi_way_1232642185,Miếu Công chúa,poi_other,worship_place,,,01,2,osm,way/1232642185,
osm_poi_way_1232706726,Chùa Phượng Nghĩa,poi_other,worship_place,,,01,2,osm,way/1232706726,
osm_poi_way_1232820319,HĐND UBND huyện Sơn Động,public_facility,government_office,,,20,2,osm,way/1232820319,
osm_poi_way_1232820340,Agribank,commercial,bank,,,20,2,osm,way/1232820340,
osm_poi_way_1232828137,Thanh tra tỉnh Đắk Lắk Cơ sở 1,public_facility,government_office,,,28,2,osm,way/1232828137,
osm_poi_way_1232939478,Chùa Thiền Quang,poi_other,worship_place,,,02,2,osm,way/1232939478,
osm_poi_way_1233230014,Petrolimex Sài Đồng,commercial,gas_station,,,01,2,osm,way/1233230014,
osm_poi_way_1233308963,Trường Tiểu học Thạch Thang,public_facility,school,,,24,2,osm,way/1233308963,
osm_poi_way_1233308971,Chợ Phổ An,landmark,market,,,24,2,osm,way/1233308971,
osm_poi_way_1233308978,Di tích Vụ Thảm sát Chợ An,poi_other,park,,,24,2,osm,way/1233308978,
osm_poi_way_1233308994,Trường Trung học Cơ sở Phổ An,public_facility,school,,,24,2,osm,way/1233308994,
osm_poi_way_1233308999,Hội đồng Nhân dân Uỷ ban Nhân dân Xã Phổ An,public_facility,government_office,,,24,2,osm,way/1233308999,
osm_poi_way_1233309007,Trường Tiểu học Phổ An,public_facility,school,,,24,2,osm,way/1233309007,
osm_poi_way_1233309021,Trường Tiểu học Phổ Quang,public_facility,school,,,24,2,osm,way/1233309021,
osm_poi_way_1233309022,Hội đồng Nhân dân Uỷ ban Nhân dân Phường Phổ Quang,public_facility,government_office,,,24,2,osm,way/1233309022,
osm_poi_way_1233309023,Trường Trung học Cơ sở Phổ Quang,public_facility,school,,,24,2,osm,way/1233309023,
osm_poi_way_1233309028,Chùa Quang Bửu,poi_other,worship_place,,,24,2,osm,way/1233309028,
osm_poi_way_1233447573,Chợ Bình Hoà,landmark,market,,,24,2,osm,way/1233447573,
osm_poi_way_1233472758,Hội đồng Nhân dân Uỷ ban Nhân dân Xã Tịnh Bình,public_facility,government_office,,,24,2,osm,way/1233472758,
osm_poi_way_1233513880,Khu công nghiệp Long Giang,poi_other,industrial_zone,,,32,2,osm,way/1233513880,
osm_poi_way_1233533413,Trung tâm Y tế Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1233533413,
osm_poi_way_1233775435,Công An Xã Nhơn Ái,public_facility,government_office,,,05,2,osm,way/1233775435,
osm_poi_way_1233782892,Trung tâm Dạy nghề quận Tân Bình,public_facility,university,,,02,2,osm,way/1233782892,
osm_poi_way_1233782893,Thuế cơ sở 16 Thành phố Hồ Chí Minh,public_facility,government_office,,,02,2,osm,way/1233782893,
osm_poi_way_1233794155,Bệnh viện Sản Nhi tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1233794155,
osm_poi_way_1233794162,Bệnh viện Y học cổ truyền tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1233794162,
osm_poi_way_1233838148,Bay Seafood Buffet,commercial,restaurant,,,01,2,osm,way/1233838148,
osm_poi_way_1233838160,Cục Phục vụ Ngoại giao đoàn,public_facility,government_office,,,01,2,osm,way/1233838160,
osm_poi_way_1233983136,Đình Phú Nhuận,poi_other,worship_place,,,02,2,osm,way/1233983136,
osm_poi_way_1233984096,Capella Hanoi,commercial,hotel,,,01,2,osm,way/1233984096,
osm_poi_way_1234026236,Khách sạn SoLex,commercial,hotel,,,02,2,osm,way/1234026236,
osm_poi_way_1234026253,Chợ Hoàng Hoa Thám,landmark,market,,,02,2,osm,way/1234026253,
osm_poi_way_1234036435,Khách sạn Hồng Hà,commercial,hotel,,,01,2,osm,way/1234036435,
osm_poi_way_1234091650,Petrolimex,commercial,gas_station,,,02,2,osm,way/1234091650,
osm_poi_way_1234095160,Cơm Văn Phòng,commercial,restaurant,,,01,2,osm,way/1234095160,
osm_poi_way_1234106561,Trường Tiểu học Thân Nhân Trung,public_facility,school,,,02,2,osm,way/1234106561,
osm_poi_way_1234254073,Đại diện Văn phòng Bộ Y tế tại Thành phố Hồ Chí Minh,public_facility,government_office,,,02,2,osm,way/1234254073,
osm_poi_way_1234447706,Trường Trung học cơ sở Võ Văn Tần CS2,public_facility,school,,,02,2,osm,way/1234447706,
osm_poi_way_1234516451,Vinh Long Buddha Sacred Relics Pagoda,poi_other,worship_place,,,32,2,osm,way/1234516451,
osm_poi_way_1234561353,"Trường Trung học phổ thông Hòa Ninh, Vĩnh Long",public_facility,school,,,32,2,osm,way/1234561353,
osm_poi_way_1234609610,Chùa Tân Hòa,poi_other,worship_place,,,02,2,osm,way/1234609610,
osm_poi_way_1234833025,Trường Trung học phổ thông Quyết Tiến,public_facility,school,,,16,2,osm,way/1234833025,
osm_poi_way_1234850025,Phòng Quản lý Xuất nhập khẩu khu vực Bình Dương,public_facility,government_office,,,29,2,osm,way/1234850025,
osm_poi_way_1234857559,Khoa Kinh tế Đại học Mở Hà Nội,public_facility,university,,,01,2,osm,way/1234857559,
osm_poi_way_1234857563,Đại học Mở Hà Nội Khoa Luật,public_facility,university,,,01,2,osm,way/1234857563,
osm_poi_way_1234857568,Khách sạn Bộ Công Thương,commercial,hotel,,,12,2,osm,way/1234857568,
osm_poi_way_1234867600,Ashima,commercial,restaurant,,,01,2,osm,way/1234867600,
osm_poi_way_1234867603,Đệ Nhất Bò Tơ,commercial,restaurant,,,01,2,osm,way/1234867603,
osm_poi_way_1234867618,1919 Cuisine,commercial,restaurant,,,01,2,osm,way/1234867618,
osm_poi_way_1234955616,iSushi,commercial,restaurant,,,01,2,osm,way/1234955616,
osm_poi_way_1234955626,Hadu Sushi,commercial,restaurant,,,01,2,osm,way/1234955626,
osm_poi_way_1234955627,Gogi House,commercial,restaurant,,,01,2,osm,way/1234955627,
osm_poi_way_1235163095,Cầu Mai Động,landmark,bridge,,,01,2,osm,way/1235163095,
osm_poi_way_1235174572,Công viên Thuỷ Hoa,poi_other,park,,,17,2,osm,way/1235174572,
osm_poi_way_1235174573,Bến xe Trung tâm Lào Cai,transport,bus_terminal,,,17,2,osm,way/1235174573,
osm_poi_way_1235185418,Trường Trung học cơ sở Thoại Ngọc Hầu,public_facility,school,,,02,2,osm,way/1235185418,
osm_poi_way_1235185419,Trường Đại học Văn Hiến,public_facility,university,,,02,2,osm,way/1235185419,
osm_poi_way_1235185963,Bệnh viện Y học cổ truyền Phục hồi chức năng Bình Thuận,public_facility,hospital,,,27,2,osm,way/1235185963,
osm_poi_way_1235220367,Chùa Thiên Chánh,poi_other,worship_place,,,02,2,osm,way/1235220367,
osm_poi_way_1235239091,Siêu thị Hapromart,commercial,supermarket,,,01,2,osm,way/1235239091,
osm_poi_way_1235353536,Công viên Trần Hưng Đạo,poi_other,park,,,27,2,osm,way/1235353536,
osm_poi_way_1235362860,Công viên 25 tháng 12,poi_other,park,,,27,2,osm,way/1235362860,
osm_poi_way_1235442351,F Plaza,commercial,restaurant,,,01,2,osm,way/1235442351,
osm_poi_way_1235442369,Thuế cơ sở 3 thành phố Hà Nội,public_facility,government_office,,,01,2,osm,way/1235442369,
osm_poi_way_1235442375,Ohana Hotel,commercial,hotel,,,01,2,osm,way/1235442375,
osm_poi_way_1235442383,Umemi Ramen,commercial,restaurant,,,01,2,osm,way/1235442383,
osm_poi_way_1235472343,Trung tâm Giáo dục thường xuyên quận Tân Bình,public_facility,school,,,02,2,osm,way/1235472343,
osm_poi_way_1235472345,Trường Tiểu học Nguyễn Khuyến,public_facility,school,,,02,2,osm,way/1235472345,
osm_poi_way_1235472350,Nhà thờ Đắc Lộ,poi_other,worship_place,,,02,2,osm,way/1235472350,
osm_poi_way_1235472351,Trường Trung học cơ sở Ngô Quyền,public_facility,school,,,02,2,osm,way/1235472351,
osm_poi_way_1235472352,Phòng Giáo dục và Đào tạo quận Tân Bình,public_facility,government_office,,,02,2,osm,way/1235472352,
osm_poi_way_1235472354,Đền Công Chính,poi_other,worship_place,,,02,2,osm,way/1235472354,
osm_poi_way_1235472355,Trường Tiểu học Cách Mạng Tháng Tám CS1,public_facility,school,,,02,2,osm,way/1235472355,
osm_poi_way_1235472357,Tu viện nhà thờ Mân Côi,poi_other,worship_place,,,02,2,osm,way/1235472357,
osm_poi_way_1235472358,Cây xăng Comeco Trường Chinh,commercial,gas_station,,,02,2,osm,way/1235472358,
osm_poi_way_1235566715,Takumi,commercial,restaurant,,,01,2,osm,way/1235566715,
osm_poi_way_1235566725,Le Garden,commercial,restaurant,,,01,2,osm,way/1235566725,
osm_poi_way_1235566729,Blue Hanoi Hotel,commercial,hotel,,,01,2,osm,way/1235566729,
osm_poi_way_1235736284,Trường Cao đẳng Biên phòng,public_facility,university,,,20,2,osm,way/1235736284,
osm_poi_way_1235776391,A25 Hotel,commercial,hotel,,,01,2,osm,way/1235776391,
osm_poi_way_1235776416,Lotus Mart,commercial,supermarket,,,01,2,osm,way/1235776416,
osm_poi_way_1235777135,Vietcombank,commercial,bank,,,01,2,osm,way/1235777135,
osm_poi_way_1235785349,Vietcombank,commercial,bank,,,01,2,osm,way/1235785349,
osm_poi_way_1235955980,Chủ tịch Hồ Chí Minh,landmark,monument,,,32,2,osm,way/1235955980,
osm_poi_way_1236012424,Bệnh viện Tâm thần tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1236012424,
osm_poi_way_1236012435,Bệnh viện Lao và Bệnh phổi tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1236012435,
osm_poi_way_1236012437,Bệnh viện Nội tiết tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1236012437,
osm_poi_way_1236012438,Trung tâm Mắt tỉnh Quảng Ngãi,public_facility,hospital,,,24,2,osm,way/1236012438,
osm_poi_way_1236014084,Trung tâm Y tế Bình Sơn,public_facility,hospital,,,24,2,osm,way/1236014084,
osm_poi_way_1236014087,Trung tâm Y tế Sơn Tịnh,public_facility,hospital,,,24,2,osm,way/1236014087,
osm_poi_way_1236014088,Trung tâm Y tế Tư Nghĩa,public_facility,hospital,,,24,2,osm,way/1236014088,
osm_poi_way_1236014089,Trung tâm Y tế Mộ Đức,public_facility,hospital,,,24,2,osm,way/1236014089,
osm_poi_way_1236014091,Trung tâm Y tế Ba Tơ,public_facility,hospital,,,24,2,osm,way/1236014091,
osm_poi_way_1236014092,Trung tâm Y tế Nghĩa Hành,public_facility,hospital,,,24,2,osm,way/1236014092,
osm_poi_way_1236014093,Trường Trung học phổ thông số 1 Nghĩa Hành,public_facility,school,,,24,2,osm,way/1236014093,
osm_poi_way_1236014097,Trung tâm Y tế Minh Long,public_facility,hospital,,,24,2,osm,way/1236014097,
osm_poi_way_1236014481,Trung tâm Y tế Trà Bồng,public_facility,hospital,,,24,2,osm,way/1236014481,
osm_poi_way_1236014483,Trung tâm Y tế Sơn Hà,public_facility,hospital,,,24,2,osm,way/1236014483,
osm_poi_way_1236014485,Trung tâm Y tế Sơn Tây,public_facility,hospital,,,24,2,osm,way/1236014485,
osm_poi_way_1236021580,Bệnh viện Y học cổ truyền và Phục hồi chức năng Quy Nhơn,public_facility,hospital,,,25,2,osm,way/1236021580,
osm_poi_way_1236021585,Trung tâm Y tế Quy Nhơn,public_facility,hospital,,,25,2,osm,way/1236021585,
osm_poi_way_1236021589,Bệnh viện Mắt tỉnh Gia Lai,public_facility,hospital,,,25,2,osm,way/1236021589,
osm_poi_way_1236021593,Bệnh viện Lao và Bệnh phổi Quy Nhơn,public_facility,hospital,,,25,2,osm,way/1236021593,
osm_poi_way_1236021594,Bệnh viện Tâm thần Quy Nhơn,public_facility,hospital,,,25,2,osm,way/1236021594,
osm_poi_way_1236021598,Trung tâm Y tế Phù Mỹ,public_facility,hospital,,,25,2,osm,way/1236021598,
osm_poi_way_1236021599,Trung tâm Y tế An Lão,public_facility,hospital,,,24,2,osm,way/1236021599,
osm_poi_way_1236021602,Trung tâm Y tế Vân Canh,public_facility,hospital,,,25,2,osm,way/1236021602,
osm_poi_way_1236026917,Nhà thờ Giáo xứ Đạ M Bri,poi_other,worship_place,,,27,2,osm,way/1236026917,
osm_poi_way_1236262688,Tịnh xá Ngọc Ninh,poi_other,worship_place,,,27,2,osm,way/1236262688,
osm_poi_way_1236492841,Tổng Công ty Xi măng Hải Phòng VICEM,poi_other,industrial_zone,,,03,2,osm,way/1236492841,
osm_poi_way_1236540515,Đình thần Hòa Thới,poi_other,worship_place,,,02,2,osm,way/1236540515,
osm_poi_way_1236632738,Đại Tùng Lâm Hoa Sen,poi_other,worship_place,,,27,2,osm,way/1236632738,
osm_poi_way_1236634389,Thánh đường Giáo xứ Phú Trung,poi_other,worship_place,,,02,2,osm,way/1236634389,
osm_poi_way_1236634391,Chùa Bodhivangsa,poi_other,worship_place,,,02,2,osm,way/1236634391,
osm_poi_way_1236753276,Trụ sở Tiếp công dân Thành phố Bắc Ninh,public_facility,government_office,,,20,2,osm,way/1236753276,
osm_poi_way_1236781075,Trường Tiểu học Lạc Long Quân,public_facility,school,,,02,2,osm,way/1236781075,
osm_poi_way_1236893487,Ban Tôn giáo Chính phủ,public_facility,government_office,,,01,2,osm,way/1236893487,
osm_poi_way_1237224661,L amour Steak Wine,commercial,restaurant,,,01,2,osm,way/1237224661,
osm_poi_way_1237254137,Clay Tunnels Dalat Star,poi_other,park,,,27,2,osm,way/1237254137,
osm_poi_way_1237558225,Tháp Chăm,poi_other,worship_place,,,02,2,osm,way/1237558225,
osm_poi_way_1237558766,Trường Tiểu học Bình Hưng Hòa,public_facility,school,,,02,2,osm,way/1237558766,
osm_poi_way_1237659963,Linh Son Truong Tho Pagoda,poi_other,worship_place,,,27,2,osm,way/1237659963,
osm_poi_way_1237724712,Khu dịch vụ Logistics ASG,poi_other,industrial_zone,,,01,2,osm,way/1237724712,
osm_poi_way_1237724715,Công ty Cổ phần Suất ăn hàng không Nội Bài,poi_other,industrial_zone,,,01,2,osm,way/1237724715,
osm_poi_way_1237724725,Hải quan Cửa khẩu Sân bay Quốc tế Nội Bài,public_facility,government_office,,,01,2,osm,way/1237724725,
osm_poi_way_1237724732,Cảng vụ Hàng không miền Bắc,public_facility,government_office,,,01,2,osm,way/1237724732,
osm_poi_way_1237724752,Agribank,commercial,bank,,,01,2,osm,way/1237724752,
osm_poi_way_1237761618,Trường Trung học Phổ thông Tây Đô,public_facility,school,,,05,2,osm,way/1237761618,
osm_poi_way_1237761658,Nhà bia anh hùng liệt sĩ,landmark,monument,,,05,2,osm,way/1237761658,
osm_poi_way_1237819960,Trường Trung học cơ sở và Trung học phổ thông Chu Văn An,public_facility,school,,,02,2,osm,way/1237819960,
osm_poi_way_1237940041,Nhà thờ Giáo xứ Suối Sao,poi_other,worship_place,,,29,2,osm,way/1237940041,
osm_poi_way_1238050544,Dúng,commercial,restaurant,,,01,2,osm,way/1238050544,
osm_poi_way_1238050566,Chùa Đông Tân,poi_other,worship_place,,,01,2,osm,way/1238050566,
osm_poi_way_1238068910,Thánh thất Bảo Lộc,poi_other,worship_place,,,27,2,osm,way/1238068910,
osm_poi_way_1238068911,Bến xe Di Linh,transport,bus_terminal,,,27,2,osm,way/1238068911,
osm_poi_way_1238068915,Futa Bus Station,transport,bus_terminal,,,27,2,osm,way/1238068915,
osm_poi_way_1238188694,Dalat INN homestay,commercial,hotel,,,27,2,osm,way/1238188694,
osm_poi_way_1238225143,Trường Tiểu học Hoà Lộc,public_facility,school,,,30,2,osm,way/1238225143,
osm_poi_way_1238243357,Nhà tưởng niệm Chủ tịch Hồ Chí Minh,poi_other,worship_place,,,19,2,osm,way/1238243357,
osm_poi_way_1238258432,Nhà hàng K,commercial,restaurant,,,19,2,osm,way/1238258432,
osm_poi_way_1238335794,Khu Biệt Thự Nguyễn Viết Xuân,commercial,hotel,,,27,2,osm,way/1238335794,
osm_poi_way_1238370070,Trường Trung học cơ sở Tăng Bạt Hổ,public_facility,school,,,02,2,osm,way/1238370070,
osm_poi_way_1238464186,Trường Tiểu học Phú Hoà Đông,public_facility,school,,,30,2,osm,way/1238464186,
osm_poi_way_1238464187,Trường Trung học Cơ sở Phú Hoà Đông,public_facility,school,,,30,2,osm,way/1238464187,
osm_poi_way_1238464188,Chợ Phú Hòa Đông,landmark,market,,,30,2,osm,way/1238464188,
osm_poi_way_1238464189,Trường Trung học phổ thông Phú Hoà,public_facility,school,,,30,2,osm,way/1238464189,
osm_poi_way_1238550132,Nhan Sushi Ha Noi,commercial,restaurant,,,01,2,osm,way/1238550132,
osm_poi_way_1238719604,Công ty Trách nhiệm Hữu hạn Sản xuất Thương mại Cường Vĩnh Phát,poi_other,industrial_zone,,,29,2,osm,way/1238719604,
osm_poi_way_1238719607,Công ty Trách nhiệm Hữu hạn Sản xuất Thương mại Bình An Thịnh,poi_other,industrial_zone,,,29,2,osm,way/1238719607,
osm_poi_way_1238737217,Sunny Saigon,commercial,hotel,,,02,2,osm,way/1238737217,
osm_poi_way_1238745645,Bệnh viện Y dược cổ truyền Phục hồi chức năng tỉnh Kon Tum cơ sở 3,public_facility,hospital,,,24,2,osm,way/1238745645,
osm_poi_way_1238745650,Trung tâm Điều trị và Nuôi dưỡng người bệnh tâm thần Kon Tum,public_facility,hospital,,,24,2,osm,way/1238745650,
osm_poi_way_1238828906,Trường Trung học Cơ sở Tam Bố,public_facility,school,,,27,2,osm,way/1238828906,
osm_poi_way_1238828913,Nhà thờ Giáo xứ Tam Bố,poi_other,worship_place,,,27,2,osm,way/1238828913,
osm_poi_way_1238873692,Văn phòng Quản lý đường bộ I.3,public_facility,government_office,,,20,2,osm,way/1238873692,
osm_poi_way_1238873695,Khu Quản lý đường bộ II,public_facility,government_office,,,14,2,osm,way/1238873695,
osm_poi_way_1238873710,Khu Quản lý đường bộ I,public_facility,government_office,,,01,2,osm,way/1238873710,
osm_poi_way_1238873712,Văn phòng Quản lý đường bộ I.1,public_facility,government_office,,,01,2,osm,way/1238873712,
osm_poi_way_1239012817,Thanh Thuỷ,commercial,restaurant,,,27,2,osm,way/1239012817,
osm_poi_way_1239013803,Văn phòng Quản lý đường bộ II.2,public_facility,government_office,,,13,2,osm,way/1239013803,
osm_poi_way_1239043534,A25 Hotel,commercial,hotel,,,01,2,osm,way/1239043534,
osm_poi_way_1239043552,Bac A Bank,commercial,bank,,,01,2,osm,way/1239043552,
osm_poi_way_1239303028,Công viên Phân khu Monaco,poi_other,park,,,21,2,osm,way/1239303028,
osm_poi_way_1239355064,Petrolimex,commercial,gas_station,,,02,2,osm,way/1239355064,
osm_poi_way_1239425732,Chùa Chân Tiên,poi_other,worship_place,,,01,2,osm,way/1239425732,
osm_poi_way_1239587429,Lotte Mart Nha Trang Gold Coast,commercial,shopping_mall,,,28,2,osm,way/1239587429,
osm_poi_way_1239587431,Annova Nha Trang Hotel,commercial,hotel,,,28,2,osm,way/1239587431,
osm_poi_way_1239599621,TTTM Danko Plaza,commercial,shopping_mall,,,18,2,osm,way/1239599621,
osm_poi_way_1239627919,Ủy ban nhân dân phường Bồ Đề,public_facility,government_office,,,01,2,osm,way/1239627919,
osm_poi_way_1239797870,Đình Tân Nhiễu,poi_other,worship_place,,,32,2,osm,way/1239797870,
osm_poi_way_1240352423,BeauChamp Villa,commercial,hotel,,,32,2,osm,way/1240352423,
osm_poi_way_1240363497,Chùa Linh Thông,poi_other,worship_place,,,01,2,osm,way/1240363497,
osm_poi_way_1240696462,Trường Cao đẳng Kỹ thuật Công nghệ Vĩnh Phúc,public_facility,university,,,19,2,osm,way/1240696462,
osm_poi_way_1240729270,Tịnh xá Ngọc Minh,poi_other,worship_place,,,33,2,osm,way/1240729270,
osm_poi_way_1240729277,Thánh thất Cà Mau,poi_other,worship_place,,,33,2,osm,way/1240729277,
osm_poi_way_1240729284,Nhà thờ Họ đạo Cà Mau,poi_other,worship_place,,,33,2,osm,way/1240729284,
osm_poi_way_1240931610,Cầu Bông Lau,landmark,bridge,,,01,2,osm,way/1240931610,
osm_poi_way_1240963712,Đình thần Thạnh Phú,poi_other,worship_place,,,30,2,osm,way/1240963712,
osm_poi_way_1240987600,Căn tin Điểm đầu điểm cuối xe buýt,commercial,restaurant,,,05,2,osm,way/1240987600,
osm_poi_way_1241007118,The Coral 4,commercial,restaurant,,,28,2,osm,way/1241007118,
osm_poi_way_1241078668,Nhà thờ Họ đạo Huyện Sử,poi_other,worship_place,,,33,2,osm,way/1241078668,
osm_poi_way_1241264110,Bảo hiểm xã hội Việt Nam,public_facility,government_office,,,01,2,osm,way/1241264110,
osm_poi_way_1241284759,Nghè Lê Xá,poi_other,worship_place,,,01,2,osm,way/1241284759,
osm_poi_way_1241284774,Đình Lê Xá,poi_other,worship_place,,,01,2,osm,way/1241284774,
osm_poi_way_1241303959,Mì trộn và Cơm văn phòng Tên Lửa,commercial,restaurant,,,02,2,osm,way/1241303959,
osm_poi_way_1241316845,Petro,commercial,gas_station,,,05,2,osm,way/1241316845,
osm_poi_way_1241370724,Tam Tri Nha Trang,public_facility,hospital,,,28,2,osm,way/1241370724,
osm_poi_way_1241373881,VinCom Plaza,commercial,shopping_mall,,,28,2,osm,way/1241373881,
osm_poi_way_1241558565,Chi hội Tin Lành Diên Khánh,poi_other,worship_place,,,28,2,osm,way/1241558565,
osm_poi_way_1241633641,Chợ hoa Xuân,landmark,market,,,24,2,osm,way/1241633641,
osm_poi_way_1241794322,Chùa An Lạc,poi_other,worship_place,,,29,2,osm,way/1241794322,
osm_poi_way_1241856352,Đình Đại Lan,poi_other,worship_place,,,01,2,osm,way/1241856352,
osm_poi_way_1241980323,Bệnh viện Quốc tế Mỹ AIH,public_facility,hospital,,,02,2,osm,way/1241980323,
osm_poi_way_1242095377,Trường Tiểu học Đặng Thuỳ Trâm,public_facility,school,,,33,2,osm,way/1242095377,
osm_poi_way_1242167112,Nhà thờ Giáo xứ Hòa Thuận,poi_other,worship_place,,,28,2,osm,way/1242167112,
osm_poi_way_1242167113,Trường Tiểu học Xương Huân 2,public_facility,school,,,28,2,osm,way/1242167113,
osm_poi_way_1242384707,Nhà thờ Giáo họ Giuse,poi_other,worship_place,,,27,2,osm,way/1242384707,
osm_poi_way_1242486487,Trung tâm Tần số Vô tuyến điện khu vực II,public_facility,government_office,,,02,2,osm,way/1242486487,
osm_poi_way_1242486493,Thuế Thành phố Hồ Chí Minh,public_facility,government_office,,,02,2,osm,way/1242486493,
osm_poi_way_1243301459,Bến Xe Quảng Ngãi,transport,bus_terminal,,,24,2,osm,way/1243301459,
osm_poi_way_1243425874,Trường Tiểu học Lê Quý Đôn,public_facility,school,,,01,2,osm,way/1243425874,
osm_poi_way_1243468922,Nhà thờ Tin Lành An Hải,poi_other,worship_place,,,04,2,osm,way/1243468922,
osm_poi_way_1243635505,Minh Toan Safi Ocean,commercial,hotel,,,04,2,osm,way/1243635505,
osm_poi_way_1243635506,Dragon sea,commercial,hotel,,,04,2,osm,way/1243635506,
osm_poi_way_1243635507,Diamond Sea,commercial,hotel,,,04,2,osm,way/1243635507,
osm_poi_way_1243635508,Blue Sun,commercial,hotel,,,04,2,osm,way/1243635508,
osm_poi_way_1243635510,Maximilan,commercial,hotel,,,04,2,osm,way/1243635510,
osm_poi_way_1243635511,The Shann,commercial,hotel,,,04,2,osm,way/1243635511,
osm_poi_way_1243635512,Canvas,commercial,hotel,,,04,2,osm,way/1243635512,
osm_poi_way_1243635514,Sen Tai Thu,commercial,hotel,,,04,2,osm,way/1243635514,
osm_poi_way_1243635515,Paris Deli Danang Beach Hotel,commercial,hotel,,,04,2,osm,way/1243635515,
osm_poi_way_1243929950,Văn phòng Quản lý đường bộ IV.1,public_facility,government_office,,,27,2,osm,way/1243929950,
osm_poi_way_1243929951,Văn phòng Quản lý đường bộ IV.2,public_facility,government_office,,,29,2,osm,way/1243929951,
osm_poi_way_1243929953,Văn phòng Quản lý đường bộ IV.3,public_facility,government_office,,,32,2,osm,way/1243929953,
osm_poi_way_1243929954,Văn phòng Quản lý đường bộ IV.4,public_facility,government_office,,,32,2,osm,way/1243929954,
osm_poi_way_1243929960,Văn phòng Quản lý đường bộ IV.5,public_facility,government_office,,,05,2,osm,way/1243929960,
osm_poi_way_1243929961,Văn phòng Quản lý đường bộ IV.6,public_facility,government_office,,,05,2,osm,way/1243929961,
osm_poi_way_1243933611,Văn phòng Quản lý đường bộ III.1,public_facility,government_office,,,04,2,osm,way/1243933611,
osm_poi_way_1243933613,Văn phòng Quản lý đường bộ III.3,public_facility,government_office,,,28,2,osm,way/1243933613,
osm_poi_way_1243933619,Văn phòng Quản lý đường bộ III.4,public_facility,government_office,,,24,2,osm,way/1243933619,
osm_poi_way_1244041357,Pergola design hotel,commercial,hotel,,,04,2,osm,way/1244041357,
osm_poi_way_1244074803,Trường Tiểu học Sông Luỹ 3,public_facility,school,,,27,2,osm,way/1244074803,
osm_poi_way_1244074812,Nhà thờ Giáo xứ Sông Luỹ,poi_other,worship_place,,,27,2,osm,way/1244074812,
osm_poi_way_1244280177,Trường Trung học Cơ sở Sông Luỹ,public_facility,school,,,27,2,osm,way/1244280177,
osm_poi_way_1244280178,Trường Tiểu học Sông Luỹ 2,public_facility,school,,,27,2,osm,way/1244280178,
osm_poi_way_1244602800,Nhà thờ giáo xứ Tử Nê,poi_other,worship_place,,,03,2,osm,way/1244602800,
osm_poi_way_1244613315,Petrolimex,commercial,gas_station,,,28,2,osm,way/1244613315,
osm_poi_way_1244766999,Đền thờ Nguyễn Đình Chiểu,poi_other,worship_place,,,31,2,osm,way/1244766999,
osm_poi_way_1244769154,Khu di tích Nguyễn Sinh Sắc,poi_other,park,,,32,2,osm,way/1244769154,
osm_poi_way_1244777179,Khu cổ mộ Đức ông Trần Thượng Xuyên,landmark,monument,,,29,2,osm,way/1244777179,
osm_poi_way_1245118560,Trường Trung học Cơ sở Gia Huynh,public_facility,school,,,27,2,osm,way/1245118560,
osm_poi_way_1245277251,Trường Trung học Phổ thông Nguyễn Thái Bình,public_facility,school,,,27,2,osm,way/1245277251,
osm_poi_way_1245309448,Trường Tiểu học Bình Lợi,public_facility,school,,,32,2,osm,way/1245309448,
osm_poi_way_1245344405,Trường Chuyên biệt Bình Minh CS2,public_facility,school,,,02,2,osm,way/1245344405,
osm_poi_way_1245422040,Nhà thờ Giáo xứ Đồng Nai Thượng,poi_other,worship_place,,,29,2,osm,way/1245422040,
osm_poi_way_1245422041,Trường Tiểu học và Trung học Cơ sở Đồng Nai Thượng,public_facility,school,,,29,2,osm,way/1245422041,
osm_poi_way_1245995569,Nhà hộ sinh Đống Đa,public_facility,hospital,,,01,2,osm,way/1245995569,
osm_poi_way_1245995570,UBND phường Thổ Quan,public_facility,government_office,,,01,2,osm,way/1245995570,
osm_poi_way_1245997779,Nhà Thờ Giáo Xứ Ba Làng,poi_other,worship_place,,,28,2,osm,way/1245997779,
osm_poi_way_1246212923,Viettien Garment Vimiky,poi_other,industrial_zone,,,29,2,osm,way/1246212923,
osm_poi_way_1246213146,Viettien Garment Vimiky 2,poi_other,industrial_zone,,,29,2,osm,way/1246213146,
osm_poi_way_1246214275,Viettien Garment,poi_other,industrial_zone,,,02,2,osm,way/1246214275,
